Age_teen,Gender_teen,Country_teen,School_Grade,Avg_Daily_Usage_Hours_teen,Sleep_Hours_Per_Night_teen,Affects_Academic_Performance_teen,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addicted_Score_teen,Age_social,Gender_social,Academic_Level,Country_social,Avg_Daily_Usage_Hours_social,Most_Used_Platform,Affects_Academic_Performance_social,Sleep_Hours_Per_Night_social,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score_social
17,Male,South Rachelfurt,11th,7.6,6.6,76,4,0,7,3,9,1,1.3,79,12,1.5,2.9,2.1,Other,7,6.8,10,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,6
16,Other,East Erik,11th,5,6.8,86,6,1.4,3,2,1,1,0.7,76,13,0.3,0,2.5,Browsing,5,8.2,6,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8
15,Female,Beckfort,12th,4.9,4.7,66,8,1.5,7,4,1,0,0.9,92,20,1.3,1.1,0.4,Social Media,7,3.3,10,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4
14,Other,Douglasfurt,8th,7.1,7.9,84,10,0.5,5,6,6,0,1.1,110,6,0,3.2,0.5,Education,6,10.2,9.8,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7
17,Female,Thomasport,9th,3.6,4.8,70,6,1.8,6,7,6,0,1.1,145,10,1.3,0.9,0.3,Other,8,5.3,8.3,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4,9
14,Other,Bestshire,11th,6.4,6.4,77,8,1,2,7,2,0,0.8,148,10,2.3,1.9,0.5,Education,9,6.4,10,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5,6,Single,3,7
19,Other,Lake Brenda,9th,4.4,8.7,88,1,0.3,10,4,1,1,1.1,150,20,3.2,0.1,0.8,Other,4,5.4,10,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5
19,Other,Carolineborough,12th,4.8,7.1,50,5,0.7,8,9,7,1,1.4,108,17,2,0.7,1.2,Education,2,6,9.5,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7
15,Male,Turnerfurt,10th,10.2,4.7,83,0,1.3,2,8,4,1,1.1,53,16,2.7,2.2,1.3,Gaming,10,7.8,10,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,7
15,Female,North Marisaside,7th,5,7.7,70,6,2.6,3,3,7,0,1,110,20,2.7,0.9,0,Social Media,6,3.7,10,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4
14,Male,North Taylor,9th,6.8,6.2,87,7,0,1,4,10,0,0.6,72,5,1,1.1,0.4,Social Media,2,4.3,8.2,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6
13,Male,South Taylor,8th,4.1,5,58,5,2.3,10,7,10,0,0.9,80,20,2.6,1.3,1.4,Other,3,6.4,10,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8
15,Male,West Davidfort,11th,7,4.3,53,0,1.6,9,6,5,0,1.4,133,13,1.7,2.2,0.7,Browsing,2,9.5,10,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4
15,Female,Lake Mariafurt,7th,5.8,6.9,88,2,1.5,2,9,4,0,0.6,122,5,3,2.4,2,Other,7,6.6,10,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7
14,Female,North Chase,7th,4.2,3.6,60,6,0,5,5,9,1,0.9,137,15,1.7,2.3,1.4,Gaming,4,4.5,10,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9
13,Female,South Timothymouth,10th,4,10,56,2,1.9,5,5,9,1,0.2,83,6,2.3,0.7,1.3,Other,5,5.5,4.9,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7
13,Female,Stewartburgh,9th,4.6,3.3,67,7,1.6,7,1,9,0,1.1,71,17,1.4,3.4,0.8,Browsing,5,5.9,10,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5
18,Other,Lake Jacobport,10th,5.4,8.7,91,8,1.7,1,7,6,1,1.2,58,9,1.8,0.2,0.7,Education,10,5.7,6,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7
15,Male,West April,12th,3.9,6.5,77,4,1.2,8,4,1,0,0.9,20,7,4,1.3,0,Gaming,9,6.6,7.8,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7
17,Other,East Christine,8th,4.3,3.8,50,10,0,8,9,6,0,0.4,73,7,3.4,1.1,0.4,Gaming,3,5.2,9.8,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5
19,Male,East Marktown,10th,3.6,7.2,92,3,1.8,1,5,9,0,1.5,36,9,3.3,0.1,1.1,Other,1,4.5,5.9,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4
15,Male,Carolynland,9th,2.8,8.9,91,5,2,3,3,10,1,0.7,51,15,4.1,0.3,0.7,Browsing,1,4,6.8,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6
17,Female,Port Cynthialand,10th,4.3,7.4,91,6,0.7,2,4,1,0,0.8,24,20,2.9,1.6,2,Social Media,3,6.3,9.6,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7,6,Single,3,7
19,Male,Leeside,8th,8.6,6.6,78,10,0.9,2,8,6,1,1.1,108,16,2.1,2.2,0.7,Browsing,6,4.6,10,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7
18,Male,Lake Stacey,8th,6,4.4,77,8,0.6,7,4,3,1,0.9,110,12,1.3,0.1,0.8,Education,5,6.6,9.8,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8
14,Male,Port Charles,11th,3,6.1,90,2,0.5,4,2,6,1,0.3,129,7,3.6,2,1.1,Browsing,5,7.5,9.5,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5
17,Other,New Mary,12th,2.7,6.6,82,10,2.7,1,2,7,1,0.2,94,11,2.4,2.4,0.3,Browsing,5,6.1,8.3,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6,5,In Relationship,4,8
13,Other,Christopherberg,8th,7.2,7.5,93,8,0.3,1,3,6,1,0.4,55,6,1.9,3.1,1.1,Education,5,1.2,10,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6
13,Other,East Raymondhaven,9th,3.3,5.2,96,2,1.1,7,3,10,1,1.3,21,12,1.3,1.3,0.3,Gaming,9,5.4,6.1,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7
15,Female,New Gilbertburgh,11th,5.7,5.8,88,3,0.5,2,5,2,1,1,81,15,3.2,2.9,0.8,Gaming,10,8.6,10,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5
16,Female,Hurstville,9th,2.8,5.1,61,6,1.4,5,4,6,1,1.3,39,5,1.4,1.2,1.4,Social Media,6,4.6,4.6,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4
13,Other,Janicestad,10th,7.1,6.2,100,3,0.9,10,7,5,1,0.6,119,10,2.1,1.5,0.9,Social Media,7,6.5,10,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6
13,Other,New Sandra,7th,3.4,7.9,77,10,0,3,6,7,0,1.4,83,20,1.9,2,0.8,Education,6,2.8,9,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7
15,Other,South Kristi,12th,5.8,7.1,91,7,2.2,8,6,10,1,0.8,76,14,2.6,1.4,0.7,Education,5,4.8,10,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7
19,Female,Lake Lisaview,11th,3.9,8.9,50,5,0.8,1,5,10,1,1,50,17,1.3,1,0.6,Social Media,1,6.9,6.2,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8
14,Male,Payneport,8th,6.2,6.2,54,1,0.9,8,10,8,1,1,109,7,1.3,2.6,0,Other,7,6.3,10,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,Single,2,5
13,Female,Rodriguezfurt,10th,0,6.7,66,8,1.9,2,6,5,1,0.7,122,7,3.6,1.7,1.3,Browsing,3,7.3,5.8,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8
19,Other,New Kristenland,12th,5.6,8.8,87,2,0.5,4,5,5,1,1.1,44,18,3.3,2.7,0.7,Gaming,6,8.3,10,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6
19,Female,Gordonton,9th,2.5,6.6,53,8,1.4,4,10,8,0,0.6,71,9,2.6,0.6,0.9,Education,1,6.3,5.6,19,Female,Undergraduate,Brazil,6,WhatsApp,Yes,6.5,6,Single,3,7
17,Male,Andrewview,10th,8.1,6.4,91,6,0.7,4,8,4,1,1.2,128,19,1.5,2,1.9,Other,2,5.2,10,21,Male,Graduate,China,4.3,WeChat,No,8,7,In Relationship,2,5
18,Male,Lake Sandraborough,9th,3.8,7.2,88,7,1,3,2,9,1,1.4,65,12,0.7,1.8,0.9,Education,4,6.2,6.4,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4
14,Other,East Michaelchester,10th,9.3,6.3,55,4,1.2,3,1,2,1,1.3,27,17,2.8,2.5,0,Social Media,8,6.6,10,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6
16,Female,East David,10th,0.4,7.5,86,10,1.3,5,1,4,1,1.8,59,11,2.3,2.5,1,Social Media,10,9.3,4.8,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7
19,Male,Perkinsfurt,11th,3.6,8.3,61,8,0.5,4,8,8,0,1.3,40,9,3.3,2.2,1.7,Social Media,6,5.6,7.5,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7
16,Female,South Garyport,7th,4.1,6.4,76,4,1.7,2,3,2,1,1.1,123,20,2.7,2.7,1.1,Education,10,7.3,10,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8
17,Female,South Sara,7th,2.3,7.2,71,8,1,8,9,10,0,0.6,131,15,3.7,1.2,1,Other,1,4.2,9.2,22,Male,Graduate,Poland,4,Facebook,No,8.1,7,Single,2,5
19,Male,New Shannonmouth,12th,4.3,4.9,84,8,2.1,9,7,7,1,1.4,67,10,1.9,1,1.4,Education,9,7.1,8.1,19,Female,Undergraduate,India,7,WhatsApp,Yes,5.8,5,In Relationship,4,8
16,Female,North Grace,12th,4.6,7.3,58,4,0.7,1,10,10,1,0.7,143,20,3.9,2.1,0.4,Social Media,7,8.6,10,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6
18,Male,New Thomasville,11th,6.1,4.8,66,0,1.1,1,3,6,0,1.3,24,20,1.7,2.3,0,Gaming,2,8.1,10,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7
17,Female,North Kevin,8th,3.9,8,67,9,2.4,8,1,7,0,0.4,133,17,1.8,2.1,0.2,Gaming,6,5.8,9.9,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5
17,Other,North Joseph,9th,3.9,6.6,72,7,0.1,5,1,7,1,1,78,8,2.1,0.5,0,Other,9,6.1,6.4,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4
16,Male,Anthonybury,7th,3.8,4.8,53,6,1.9,6,1,7,0,0.8,29,7,1.9,1.4,0,Browsing,5,4.7,6.7,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6
15,Male,Julieshire,11th,2.2,5.1,65,5,2.3,5,4,2,0,0.8,148,12,2.5,1.2,1.1,Social Media,4,7.7,8.7,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7
17,Female,East Samuelland,8th,3.2,3,76,7,1.4,10,4,10,1,1.7,39,17,2.8,1.7,0.2,Other,4,6.5,10,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7
13,Male,Omarview,11th,6.1,8,50,5,0.8,7,2,2,0,1.1,22,14,1,1.6,1.4,Browsing,7,5.9,7.9,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8
13,Male,Ashleystad,9th,7.6,7.2,86,3,1.8,10,3,9,1,1.4,117,10,1.9,1.7,0.7,Education,5,7.5,10,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5
17,Male,Lake Georgeton,10th,4.5,7.3,91,5,0.8,8,1,8,1,1.3,135,13,2.7,2.4,1.4,Other,4,6.7,10,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8
18,Other,South Jillmouth,8th,5.9,4.9,57,5,0.2,6,1,2,0,1.3,21,19,2,2.8,0.3,Gaming,9,7.9,10,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6
15,Other,Drakeland,12th,2.2,10,62,6,1.7,1,1,10,1,1.6,46,14,4.1,3.6,1.3,Education,5,5.2,8.6,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7
15,Male,North Jeffreyhaven,12th,5.3,5.7,56,3,0,7,5,6,1,0.6,104,9,2,1.3,1.5,Gaming,10,6.9,9.6,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5
18,Other,Lake Rachael,9th,3.4,5.6,93,2,1.7,9,3,7,0,1,56,15,3,2.1,1.2,Browsing,1,4.8,9.8,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4
14,Female,East Ronald,8th,6.6,5.1,93,10,0.4,2,3,3,1,0.4,117,7,2.9,3,1.5,Social Media,10,6.5,10,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6
15,Other,North Michael,7th,6,3,88,7,0.3,9,10,2,1,0.7,27,8,3,1.2,1.1,Browsing,8,4.7,10,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7
18,Male,New Robert,10th,4.7,4.6,73,8,0.7,9,10,1,1,0.8,65,15,3.7,1,1.3,Social Media,4,7,10,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7
15,Male,Stephenview,12th,5.7,5.4,93,8,0.9,9,10,6,0,0.9,71,12,2.9,0,0,Other,4,4.2,9.7,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8
19,Other,East Stephaniehaven,7th,3.2,3.6,72,1,0,4,2,3,1,1.5,57,8,3.9,2.1,1,Gaming,1,6.2,10,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5
19,Other,Pierceburgh,7th,2.4,5.6,80,7,1.9,8,7,4,1,1.9,102,11,3.1,1.7,1.1,Other,5,5.7,8.6,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8
13,Female,Wallaceville,10th,4.2,6,87,3,1.2,5,7,3,0,0,22,7,2.8,1.1,1.5,Other,7,10.6,6.9,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6
15,Other,Nicolefort,8th,7.2,8.4,56,8,0.2,1,8,9,1,1.5,72,14,2.2,3,0.1,Other,8,6,10,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7
15,Male,East Earl,12th,4.6,6.7,73,8,0.2,1,10,1,1,1.7,51,7,2.6,0,1,Browsing,4,11.8,6.3,22,Male,Graduate,China,4,WeChat,No,8.3,7,In Relationship,2,5
17,Male,Washingtonchester,12th,1.1,7,58,9,1.1,4,5,3,0,0.8,135,10,2.4,3.3,2.1,Gaming,6,6.6,8,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4
17,Male,New Josephhaven,7th,4.5,4.4,86,9,1.6,9,10,4,0,1.8,46,13,3.6,0.6,1.5,Other,1,7.7,10,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8,7,In Relationship,3,6
16,Other,Port Julieburgh,12th,1.9,6.2,58,0,1.9,2,9,10,1,1.6,32,14,2.9,3.4,0,Education,7,3.6,8.5,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7
15,Male,West Tylerside,10th,4.1,8.5,91,9,0.8,6,2,5,0,0,49,15,2.2,1.3,1.9,Social Media,9,4.7,7.3,22,Male,Graduate,Malaysia,6,WhatsApp,Yes,6.3,6,Single,3,7
16,Other,New Barbara,12th,7.3,8.1,58,9,0,9,9,4,0,0.9,39,18,3,0,1.9,Education,1,6.3,10,19,Female,Undergraduate,UAE,7,Instagram,Yes,6,5,In Relationship,4,8
17,Other,North Laura,10th,9.1,4.7,59,3,1.7,1,10,6,0,0.9,135,19,2.2,2.8,0.6,Education,2,6.7,10,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5
15,Female,Danielville,12th,4.8,7.8,62,10,2.4,7,6,6,1,0.6,52,12,2.3,2,1.5,Other,4,4.1,8.6,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8
13,Other,Melissaside,8th,5.9,7.5,98,5,1.7,1,4,2,0,1.8,108,18,1.1,0.3,0.3,Gaming,3,5.6,9.3,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6
19,Female,Jeffreyburgh,9th,4.1,4.2,83,2,0.2,9,7,3,0,0.7,101,6,2.3,0.6,0.1,Social Media,8,8.5,8.1,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7
18,Other,North Christie,9th,1.5,8.6,60,8,1.5,3,8,8,0,1.8,119,15,4.3,3.2,2.2,Browsing,8,3.2,10,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5
19,Male,West Martin,8th,5.4,4.7,91,2,1.9,4,10,1,1,1.1,126,13,5,1.4,2.6,Social Media,3,3.8,10,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4
17,Male,East Valerieberg,12th,2.3,7.1,64,5,0.7,4,5,8,1,1.5,140,18,2.7,0.4,0.6,Other,1,4.5,8.2,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6
19,Female,Bonillaborough,7th,5,6.5,55,7,1.2,8,9,7,1,1.1,32,9,1.8,3.3,0,Gaming,3,6.4,9.3,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7
17,Male,East Colleenburgh,10th,4.2,7.9,67,3,0.7,9,7,1,1,0.8,56,19,2.4,1,0.7,Social Media,10,7.4,8.6,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7
15,Female,Donaldtown,12th,0.2,5.4,78,4,1,9,8,4,0,1.5,102,14,1.6,0.3,0.4,Social Media,2,7.7,4.2,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8
15,Male,Christinestad,9th,8.6,7.4,68,1,1.3,5,5,9,0,0.5,31,5,3.9,2.7,1.5,Browsing,7,4.4,10,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5
18,Female,East Elizabethtown,10th,4.2,7,96,6,0.9,5,9,7,1,0.4,128,8,1.4,1,0.7,Social Media,9,8.1,7.3,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8
19,Other,Jeffreytown,10th,4.3,6,59,8,0,10,2,8,1,0.6,20,19,3.4,2.3,1.6,Gaming,3,6.5,10,21,Male,Graduate,Canada,4.2,Instagram,Yes,8,7,Single,3,6
17,Female,Danieltown,7th,5.4,5.1,75,10,0.3,2,2,7,0,1,66,19,2.6,0.8,1.6,Social Media,3,2.8,10,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7
13,Male,Danielfort,9th,6.3,5.3,82,7,0.5,3,6,8,1,0.4,45,19,2.5,3,0.2,Browsing,1,3.7,10,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4
17,Male,Harttown,9th,7.2,8.4,97,4,1.7,9,4,5,1,1.2,33,11,2.4,4,1.6,Other,5,4.8,10,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8
13,Female,West Caitlynview,7th,6.7,6.6,68,5,0.1,3,3,5,1,1.4,134,14,2.6,2,1.6,Other,8,4.8,10,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9
16,Female,West Christina,9th,7.3,7.1,84,1,0.5,4,2,10,1,1.5,92,13,2.9,2.3,1,Other,10,6,10,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5
14,Female,West Karinafurt,7th,5.2,5.3,80,9,0.8,10,2,8,1,1.1,80,14,4.4,3.2,1.8,Gaming,8,8.8,10,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8
18,Female,Port Jennifer,8th,5.7,9.9,91,9,0.8,5,7,7,0,0.9,29,14,1.4,2.8,1.5,Education,3,9.2,8.3,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7
16,Other,North Johnny,12th,4.6,8.8,96,1,1.5,3,8,9,1,1,25,14,1.3,2.3,1.2,Social Media,2,5,7.1,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8
16,Male,East Larrychester,9th,3,7.8,62,4,0,2,7,6,1,0.6,36,14,1.7,2,0.6,Browsing,8,10.6,6.3,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5
13,Female,New Ian,7th,3.1,6.8,53,10,1.4,2,7,9,1,0.4,33,15,2.6,1.4,1.1,Other,9,6.8,7.4,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,In Relationship,3,6
13,Female,Port Kimberly,10th,4.3,6.5,88,4,0.4,1,4,7,1,1.7,82,9,4.1,2,1.3,Other,7,2.8,10,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8
18,Male,Manuelhaven,10th,4.4,7,76,8,0.7,2,7,5,0,1.4,111,20,4.8,1.4,1,Other,8,5.7,10,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5
16,Female,Desireeland,8th,10.5,8,97,10,2.2,7,9,8,0,1,128,16,1.9,0,0.9,Social Media,10,3.7,10,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,5,Single,4,8
16,Male,Michelleton,9th,2.1,7.6,95,10,1.4,9,4,10,1,1.1,145,11,1,1.5,1,Education,4,0.9,5.9,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7
18,Other,East Matthew,10th,5.4,4.2,80,10,0.7,10,5,6,1,1,129,20,3.9,1.4,0.3,Education,3,5.3,10,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4
13,Other,East Elizabeth,7th,4.4,5.2,72,10,1.4,1,9,10,1,0,145,13,2.6,0.8,1.8,Other,2,3.3,10,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8
14,Male,Smithport,10th,1.9,4.6,56,1,2.6,6,6,1,0,1,101,15,2.1,2.4,1.8,Browsing,6,7,9.1,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5
15,Other,Eatonton,7th,6.4,5.8,86,9,0.4,5,6,1,0,0.7,101,14,2.7,1.3,1.7,Browsing,1,5.1,10,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8
16,Other,Ernestburgh,8th,4.9,7.1,66,7,2.1,10,1,6,0,0.6,40,18,4.3,3.1,1.2,Browsing,4,5.2,10,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5
16,Female,Annstad,12th,4.3,7.3,95,9,2.1,4,3,3,1,0.7,130,16,3.8,0.6,2.5,Browsing,7,6.2,10,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7
17,Female,North Billyhaven,9th,6.1,6.6,52,10,0.9,7,4,1,0,0.9,39,18,3.6,1.1,1,Education,2,4.1,10,19,Female,Undergraduate,India,7,Instagram,Yes,5.8,4,Single,5,9
19,Male,Lake Rachelville,7th,3.9,7.7,58,9,0,4,7,7,1,0.9,51,16,2.7,1.4,0.8,Education,9,3.4,8.4,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5
17,Male,Andrewside,12th,6.2,8.3,59,2,1,3,1,9,0,0.8,123,16,2.7,2.1,0.8,Gaming,9,7.5,10,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8
19,Other,Mooreburgh,7th,3.2,4.2,67,5,0.1,7,2,3,1,1.5,89,9,3.1,1.1,0.9,Other,9,0.7,8.9,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7
16,Female,Port Tommyview,12th,3.9,6.3,59,2,0.7,5,2,2,1,1.2,120,18,5,4,2.5,Education,10,4.3,10,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8
16,Female,Hartland,11th,9.1,5.8,99,8,2.2,4,7,1,0,1.7,36,16,2.2,2.6,0,Social Media,9,7.6,10,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7
17,Male,Nicolechester,10th,2.8,6.4,68,10,0,1,7,5,0,1.3,108,17,1.9,0.9,0.6,Social Media,1,4.4,8,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5
18,Male,Sierraville,12th,8,7.5,76,5,0,2,4,3,1,0.6,83,9,3.4,1.3,0.7,Social Media,8,5.9,10,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8
19,Other,Patrickberg,8th,6.7,5.9,72,1,1.1,1,3,10,0,1.6,75,16,2.3,2.7,0.3,Education,5,9.3,10,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5
15,Other,Nicolehaven,10th,5.7,6.7,74,5,1.1,1,6,10,0,1.7,54,5,2.1,3.9,1,Gaming,8,4.9,10,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Single,4,8
17,Male,Gonzalezport,11th,7,7,98,3,1.8,5,1,5,1,0.4,119,15,2.3,1.8,1.9,Social Media,5,5.6,10,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7
16,Other,Jamestown,9th,7.4,5.4,80,10,0.6,3,9,2,1,0.8,148,19,4,0.6,0.5,Other,6,6.2,10,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4
16,Male,Robertville,10th,6.8,4.6,87,3,0,2,4,6,1,1.1,55,6,4.9,2.2,0.8,Gaming,9,5.6,10,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8
19,Female,Millerport,7th,8.1,6.9,78,4,0,4,1,4,0,0.2,103,12,1.7,1.2,0.4,Other,2,6.8,10,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5
